Price
236.15
234.05
244.95
244.9
244.75
245
259.95
259.7
259.95
251.35
246.15
252.55
246.6
249.2
242.5
235.75
247.4
248.2
249.95
263.05
255.6
259.95
264.7
267
261
254.3
253.75
252.4
253.95
255.9
254.8
262.95
264.15
264.85
264.45
261.2
268
269.35
261.65
260.7
257.3
252.55
256
262.4
267.3
275.05
271.85
252.85
258.9
261.05
268
267.95
267.6
269.35
264.7
262.05
264.75
255.15
260.7
253.7
254.8
263.55
269.05
273.25
279.45
285.1
280.3
296.2
293.95
284.4
281.9
281.85
297.15
297.65
309.7
315.85
312.6
293.95
287.3
283.7
300.1
291.05
298.2
294.75
280.6
288.55
289.55
288.2
288
288.65
290.25
282.55
283.5
285
290.5
296.7
298.3
290.4
289.4
290.05
290.9
294.45
302.15
291.4
278.6
287.4
290.3
290.45
294.8
298.95
300.1
300.05
300.05
300
299.55
299.7
299.95
299.95
299.75
300.15
299.6
284.6
288.3
295.6
309.7
310.95
318.35
330.1
346.7
340.6
346.85
345.7
349.65
351.3
349.95
337.55
336
332.9
332.85
323.9
323.95
336.9
339.3
337.2
342.4
341.55
342.65
344.05
343
342.5
340.7
339.2
340.1
340
342.1
353.8
365.3
360.7
368.5
363.65
379.85
373.6
361.85
370.1
376.3
377.55
376.8
378.25
373
369.8
360.95
364.1
358.85
370.25
364.45
368.25
361.15
367.3
369.65
372.3
366.5
367.65
367.55
359.65
358.7
361.2
363.9
364.95
369.95
377.65
389.25
387.9
382.05
383.95
380.05
384.75
385.35
384.45
387.2
391.45
377.2
377.6
385.45
385
384.95
379.9
384.95
374.4
380.1
376.55
385.25
377.15
380.75
374.9
370.15
369.1
367.6
371.9
373.3
395.55
401.05
395.3
401.3
396.3
391
385.9
369.45
388.2
390.15
384.5
392.15
401.15
410
418
430.2
448.7
434.1
434.05
450.7
462
437.85
440.75
478.85
471.45
453.8
423.95
435.2
447.1
448.05
448
443.3
456.7
441.3
455.05
461.4
473.25
455.95
466.05
482.3
480.45
463.35
458.95
435.8
449.9
447
440.95
479.85
464.5
450.15
436.55
450.3
443.2
437.55
439.05
447.95
447.35
453.45
470.65
460.9
448.75
458.2
451.2
419.9
426.45
434.75
443
443.6
447.65
474.75
480.7
465.9
452.4
436.3
443.65
439.95
439
432.25
410.1
419.85
415.9
406.05
403.15
402.85
376.35
402.7
387.05
391.6
390.65
399.75
403.1
396.25
405.05
407.55
404.95
398
407.55
391.2
374.5
398.1
388.8
379.9
391.05
401.55
415.15
394.2
395.75
377.05
357.6
355.2
397.4
410.15
426.55
430.8
410.05
403.25
386.3
398.75
408.05
399.4
401.75
414.75
406.25
409.4
388.7
379.95
386.55
390.8
385.65
388.95
387.35
385.5
379.65
375.2
379.05
380.7
380.6
386.2
376.6
368.65
385
388.55
393.4
385
380.75
377
401.05
398.65
384.6
390.95
400.95
391.3
396.3
403.75
402.9
397.15
399.9
391.35
390.1
389.1
389.95
392
398.35
400.15
400.7
417.65
414.35
419.2
415.15
427.3
428.1
427.05
430.05
421.2
410.4
399.6
400.2
395.05
395.25
397.8
395.25
388.25
379.6
374.15
353.7
362.55
362.65
367.25
382.7
369.35
361.2
369.65
367.4
356.2
356.2
363.75
366.45
357.55
354.6
356
384.1
388
362.75
352.6
363.85
371.7
375.35
376.35
359.8
361
364.85
356.75
374.6
368.05
368.5
371.5
378.65
379.45
378.3
378.15
380.55
368.55
367.2
369.7
380.65
386.05
390.85
384.7
373.4
387.3
375.3
381.95
385.6
382.05
374.5
371.35
372.9
369.55
381.35
384.75
385.7
396.8
386.35
371.85
371.7
366.8
363.05
375.7
370.9
374.95
375.65
383.65
374.2
369.1
370.05
376.9
378.8
371
372.1
374.9
385.2
386.4
383.1
384.5
377.55
383.5
384.1
394.85
390.15
386.85
386.05
374.55
384.95
381.3
384.55
375.85
374.2
375.95
374.7
374.5
378.25
380.8
365.1
348.2
338.65
340.65
348
339
322
324.75
327.65
338.55
343.95
345.05
350.2
355.3
358.3
350.95
344.8
351.65
350.3
352.7
353
353.3
357.65
356.8
354.9
352.6
361.8
366
363.4
380.55
400
395.4
396.2
387.7
395.9
392.65
389.25
381.5
384.95
378.35
368
366.1
350.05
348.7
347.85
342.35
339.7
346.2
346.65
339.35
346.85
338.05
345.15
350.75
343.75
343.7
347.2
349.35
357.6
351.3
343.3
342.6
344.75
351.55
348.75
355.95
372.65
375.1
370.65
365.35
358.5
362.8
371.35
365.3
362.75
369.2
376.25
381.3
370.9
377.45
374.35
365.2
359.45
355.35
358.15
367.3
363.65
369.8
379.35
370.45
353.75
345.65
346.8
355.45
366.3
380.9
364.05
355.4
360.65
362.4
387.5
365.2
364.85
360.1
358.85
351.9
359.65
359.45
360.2
360.4
355.6
363.5
369.8
375.45
386.55
385.9
386.05
381.7
378.9
370.25
358
351.6
355.4
356.35
351.1
355.65
344.95
345.45
335.95
337.2
336.4
326.85
331.85
338.9
341.9
343.45
344.2
341.5
352.35
350.1
354.25
349.2
353.55
353.25
358.85
353.8
355.55
353.3
350.55
358.25
353.2
346.8
350.65
351.75
353.9
328.7
293.8
294.35
292.5
299.85
304.55
301.3
310.05
319
317.05
320.5
318.75
323.75
319.25
307.75
308.75
295.6
300.75
297.9
288.15
284.25
288.95
289.8
307.9
310.1
310.1
309.95
305.15
308.45
310.05
308.9
310.5
309.7
308.8
313.45
312.95
313.55
310.4
312.55
318.65
336.85
336.7
325.9
329.55
337.7
339.15
347.6
357
355.55
367.05
355.05
344.35
336.9
346.7
342.7
352.85
358.25
375.25
367.3
366.8
354.7
354.2
363
363.35
366.6
364.45
365.9
366.65
378.3
374.7
371.05
376.55
389.9
378.9
378.95
387.95
379.85
369
373.5
369.95
379.35
372.25
366.6
376.25
374.65
382.45
383.15
383.2
379.85
382.65
384.75
384.2
386.1
374.8
375.1
376.55
377.1
371.7
375
372.15
373.3
376.45
378.2
374.55
397.75
401.55
403.05
414.7
404.35
410.3
409.85
420.3
410.6
417.8
418.65
418.2
415.15
406.1
410.3
408.9
415.65
413.5
411.05
403.9
401.4
403.7
397.85
403.95
406.55
397.85
383.6
381.7
382.45
382.3
379.85
382.9
379.35
395.3
386.6
387.85
382.8
383.9
386.7
380.3
384.75
375.2
379.7
377.75
371.85
371.45
370.15
370.65
369.5
370.1
370.65
370.05
374
389.1
398.3
393.95
387.65
390
391.35
376.4
382.65
392.6
398.4
